,Target ID,Plate ID,MJD,OBSVHELIO (km/s),OBSVREL Error (km/s)
185522,apo25m.5226.150-08-RV.2M03371083+4537137,9290,58068,-17.243519,0.0115931295
185523,apo25m.5226.150-08-RV.2M03371083+4537137,9290,58085,-17.260529,0.012392384
185524,apo25m.5226.150-08-RV.2M03371083+4537137,9290,58087,-17.195974,0.011328894
185525,apo25m.5226.150-08-RV.2M03371083+4537137,9290,58114,-17.469332,0.026777735
185526,apo25m.5226.150-08-RV.2M03371083+4537137,9290,58143,-17.050543,0.010417209
185590,apo25m.5226.150-08-RV.2M03371321+4557367,9290,57706,-24.928259,0.057161506
185591,apo25m.5226.150-08-RV.2M03371321+4557367,9290,57732,-24.79625,0.043303255
185592,apo25m.5226.150-08-RV.2M03371321+4557367,9290,57734,-24.851961,0.047610357
185593,apo25m.5226.150-08-RV.2M03371321+4557367,9290,57735,-24.8662,0.06242429
185594,apo25m.5226.150-08-RV.2M03371321+4557367,9290,57760,-24.849758,0.0636413
185595,apo25m.5226.150-08-RV.2M03371321+4557367,9290,57788,-24.750849,0.11858998
185596,apo25m.5226.150-08-RV.2M03371321+4557367,9290,57789,-24.948494,0.049605772
185597,apo25m.5226.150-08-RV.2M03371321+4557367,9290,58006,-24.760033,0.04992827
185598,apo25m.5226.150-08-RV.2M03371321+4557367,9290,58032,-24.686792,0.06869141
185599,apo25m.5226.150-08-RV.2M03371321+4557367,9290,58054,-24.911589,0.057074387
185600,apo25m.5226.150-08-RV.2M03371321+4557367,9290,58063,-24.808357,0.04364097
185601,apo25m.5226.150-08-RV.2M03371321+4557367,9290,58068,-24.67945,0.0480537
185602,apo25m.5226.150-08-RV.2M03371321+4557367,9290,58085,-24.685549,0.051477786
185603,apo25m.5226.150-08-RV.2M03371321+4557367,9290,58087,-24.561523,0.04628854
185604,apo25m.5226.150-08-RV.2M03371321+4557367,9290,58114,-24.881613,0.105945185
185605,apo25m.5226.150-08-RV.2M03371321+4557367,9290,58143,-24.702362,0.04056766
185654,apo25m.5226.150-08-RV.2M03371609+4730533,9290,57706,-36.173298,0.0037281201
185655,apo25m.5226.150-08-RV.2M03371609+4730533,9290,57732,-36.10872,0.0039174245
185656,apo25m.5226.150-08-RV.2M03371609+4730533,9290,57734,-36.02037,0.0045834454
185657,apo25m.5226.150-08-RV.2M03371609+4730533,9290,57735,-36.08563,0.004993377
185658,apo25m.5226.150-08-RV.2M03371609+4730533,9290,57760,-36.082283,0.0034223679
185659,apo25m.5226.150-08-RV.2M03371609+4730533,9290,57788,-36.338356,0.00548358
185660,apo25m.5226.150-08-RV.2M03371609+4730533,9290,57789,-36.283028,0.0028981224
185661,apo25m.5226.150-08-RV.2M03371609+4730533,9290,58006,-36.028168,0.003846466
185662,apo25m.5226.150-08-RV.2M03371609+4730533,9290,58032,-36.0755,0.003933099
185663,apo25m.5226.150-08-RV.2M03371609+4730533,9290,58054,-36.227257,0.003216168
185664,apo25m.5226.150-08-RV.2M03371609+4730533,9290,58063,-36.142193,0.0024190685
185665,apo25m.5226.150-08-RV.2M03371609+4730533,9290,58068,-36.073765,0.002709956
185666,apo25m.5226.150-08-RV.2M03371609+4730533,9290,58085,-36.193214,0.0031216058
185667,apo25m.5226.150-08-RV.2M03371609+4730533,9290,58087,-35.999115,0.0029451782
185668,apo25m.5226.150-08-RV.2M03371609+4730533,9290,58114,-36.10295,0.005914829
185669,apo25m.5226.150-08-RV.2M03371609+4730533,9290,58143,-36.005512,0.0034063307
185729,apo25m.5226.150-08-RV.2M03371726+4624399,9290,57706,-63.707848,0.046020556
185730,apo25m.5226.150-08-RV.2M03371726+4624399,9290,57732,-64.03526,0.037362903
185731,apo25m.5226.150-08-RV.2M03371726+4624399,9290,57734,-64.00421,0.042337425
185732,apo25m.5226.150-08-RV.2M03371726+4624399,9290,57735,-63.928745,0.052542638
185733,apo25m.5226.150-08-RV.2M03371726+4624399,9290,57760,-63.704773,0.052956928
185734,apo25m.5226.150-08-RV.2M03371726+4624399,9290,57788,-64.49435,0.082898505
185735,apo25m.5226.150-08-RV.2M03371726+4624399,9290,57789,-63.693237,0.03851403
185736,apo25m.5226.150-08-RV.2M03371726+4624399,9290,58006,-63.740944,0.03695553
185737,apo25m.5226.150-08-RV.2M03371726+4624399,9290,58032,-63.577545,0.05186714
185738,apo25m.5226.150-08-RV.2M03371726+4624399,9290,58054,-63.841866,0.036285672
185739,apo25m.5226.150-08-RV.2M03371726+4624399,9290,58063,-63.910316,0.031952374
185740,apo25m.5226.150-08-RV.2M03371726+4624399,9290,58068,-63.79846,0.036410633
185741,apo25m.5226.150-08-RV.2M03371726+4624399,9290,58085,-63.823956,0.03989836
185742,apo25m.5226.150-08-RV.2M03371726+4624399,9290,58087,-63.817207,0.036187526
185743,apo25m.5226.150-08-RV.2M03371726+4624399,9290,58114,-64.169525,0.08950333
185744,apo25m.5226.150-08-RV.2M03371726+4624399,9290,58143,-64.474236,0.027140329
186067,apo25m.5226.150-08-RV.2M03373485+4728080,9290,57706,34.931255,0.007846422
186068,apo25m.5226.150-08-RV.2M03373485+4728080,9290,57732,35.047997,0.0077558598
186069,apo25m.5226.150-08-RV.2M03373485+4728080,9290,57734,35.069973,0.008849884
186070,apo25m.5226.150-08-RV.2M03373485+4728080,9290,57735,35.064133,0.009051062
186071,apo25m.5226.150-08-RV.2M03373485+4728080,9290,57760,34.977077,0.007941529
186072,apo25m.5226.150-08-RV.2M03373485+4728080,9290,57788,34.653214,0.013015452
186073,apo25m.5226.150-08-RV.2M03373485+4728080,9290,57789,34.7808,0.006674087
186074,apo25m.5226.150-08-RV.2M03373485+4728080,9290,58006,35.238407,0.007385522
186075,apo25m.5226.150-08-RV.2M03373485+4728080,9290,58032,34.55912,0.00990438
186076,apo25m.5226.150-08-RV.2M03373485+4728080,9290,58054,34.57266,0.006808295
186077,apo25m.5226.150-08-RV.2M03373485+4728080,9290,58063,34.874413,0.0060081724
186078,apo25m.5226.150-08-RV.2M03373485+4728080,9290,58068,34.858616,0.0065898374
186079,apo25m.5226.150-08-RV.2M03373485+4728080,9290,58085,34.7658,0.007699371
186080,apo25m.5226.150-08-RV.2M03373485+4728080,9290,58087,34.823948,0.0070753475
186081,apo25m.5226.150-08-RV.2M03373485+4728080,9290,58114,34.78167,0.013020404
186082,apo25m.5226.150-08-RV.2M03373485+4728080,9290,58143,34.74428,0.006284954
186168,apo25m.5226.150-08-RV.2M03373733+4530219,9290,57706,-25.36147,0.0043391446
186169,apo25m.5226.150-08-RV.2M03373733+4530219,9290,57732,-25.279465,0.003359826
186170,apo25m.5226.150-08-RV.2M03373733+4530219,9290,57734,-25.222145,0.003896185
186171,apo25m.5226.150-08-RV.2M03373733+4530219,9290,57735,-25.322014,0.0047416696
186172,apo25m.5226.150-08-RV.2M03373733+4530219,9290,57760,-25.08548,0.004572349
186173,apo25m.5226.150-08-RV.2M03373733+4530219,9290,57788,-25.445454,0.007631967
186174,apo25m.5226.150-08-RV.2M03373733+4530219,9290,57789,-25.597582,0.003817052
186175,apo25m.5226.150-08-RV.2M03373733+4530219,9290,58006,-25.114357,0.0041199075
186176,apo25m.5226.150-08-RV.2M03373733+4530219,9290,58032,-25.241497,0.006474121
186177,apo25m.5226.150-08-RV.2M03373733+4530219,9290,58054,-25.10265,0.004204924
186178,apo25m.5226.150-08-RV.2M03373733+4530219,9290,58063,-25.026325,0.004111584
186179,apo25m.5226.150-08-RV.2M03373733+4530219,9290,58068,-25.041555,0.004531154
186180,apo25m.5226.150-08-RV.2M03373733+4530219,9290,58085,-25.037374,0.0047610546
186181,apo25m.5226.150-08-RV.2M03373733+4530219,9290,58087,-25.060957,0.0043852055
186182,apo25m.5226.150-08-RV.2M03373733+4530219,9290,58114,-25.290857,0.007605933
186183,apo25m.5226.150-08-RV.2M03373733+4530219,9290,58143,-25.132452,0.0035081902
186233,apo25m.5226.150-08-RV.2M03373970+4552512,9290,57706,15.782345,0.014464533
186234,apo25m.5226.150-08-RV.2M03373970+4552512,9290,57732,16.046896,0.011499288
186235,apo25m.5226.150-08-RV.2M03373970+4552512,9290,57734,16.082222,0.013139617
186236,apo25m.5226.150-08-RV.2M03373970+4552512,9290,57735,16.02348,0.015822383
186237,apo25m.5226.150-08-RV.2M03373970+4552512,9290,57760,16.223375,0.015629891
186238,apo25m.5226.150-08-RV.2M03373970+4552512,9290,57788,15.982834,0.02745557
186239,apo25m.5226.150-08-RV.2M03373970+4552512,9290,57789,16.106487,0.012486119
186240,apo25m.5226.150-08-RV.2M03373970+4552512,9290,58006,16.182629,0.0129249245
186241,apo25m.5226.150-08-RV.2M03373970+4552512,9290,58032,16.214382,0.020016188
186242,apo25m.5226.150-08-RV.2M03373970+4552512,9290,58054,16.131977,0.011668525
186243,apo25m.5226.150-08-RV.2M03373970+4552512,9290,58063,16.06988,0.0107360715
186244,apo25m.5226.150-08-RV.2M03373970+4552512,9290,58068,16.100506,0.012774756
186245,apo25m.5226.150-08-RV.2M03373970+4552512,9290,58085,16.036463,0.01392643
186246,apo25m.5226.150-08-RV.2M03373970+4552512,9290,58087,16.120672,0.01260294
186247,apo25m.5226.150-08-RV.2M03373970+4552512,9290,58114,16.166298,0.029005308
186248,apo25m.5226.150-08-RV.2M03373970+4552512,9290,58143,16.097385,0.011188885
186316,apo25m.5226.150-08-RV.2M03374417+4615401,9290,57706,-6.4669433,0.024693614
186317,apo25m.5226.150-08-RV.2M03374417+4615401,9290,57732,-6.4179106,0.021625552
186318,apo25m.5226.150-08-RV.2M03374417+4615401,9290,57734,-6.441241,0.023849754
186319,apo25m.5226.150-08-RV.2M03374417+4615401,9290,57735,-6.4274607,0.031289387
186320,apo25m.5226.150-08-RV.2M03374417+4615401,9290,57760,-6.2299395,0.028732752
186321,apo25m.5226.150-08-RV.2M03374417+4615401,9290,57788,-6.4725876,0.044990763
186322,apo25m.5226.150-08-RV.2M03374417+4615401,9290,57789,-6.5537186,0.018865256
186323,apo25m.5226.150-08-RV.2M03374417+4615401,9290,58006,-6.2868958,0.023656962
186324,apo25m.5226.150-08-RV.2M03374417+4615401,9290,58032,-6.3796253,0.028177606
186325,apo25m.5226.150-08-RV.2M03374417+4615401,9290,58054,-6.460205,0.019591708
186326,apo25m.5226.150-08-RV.2M03374417+4615401,9290,58063,-6.3889227,0.019110758
186327,apo25m.5226.150-08-RV.2M03374417+4615401,9290,58068,-6.5198307,0.021005426
186328,apo25m.5226.150-08-RV.2M03374417+4615401,9290,58085,-6.4580317,0.023706399
186329,apo25m.5226.150-08-RV.2M03374417+4615401,9290,58087,-6.4399724,0.020827286
186330,apo25m.5226.150-08-RV.2M03374417+4615401,9290,58114,-6.253566,0.050295066
186331,apo25m.5226.150-08-RV.2M03374417+4615401,9290,58143,-6.3868237,0.018438164
186642,apo25m.5226.150-08-RV.2M03375564+4528419,9290,57706,-29.854004,0.00530988
186643,apo25m.5226.150-08-RV.2M03375564+4528419,9290,57732,-29.768965,0.004095682
186644,apo25m.5226.150-08-RV.2M03375564+4528419,9290,57734,-29.728563,0.0047501917
186645,apo25m.5226.150-08-RV.2M03375564+4528419,9290,57735,-29.85307,0.005686122
186646,apo25m.5226.150-08-RV.2M03375564+4528419,9290,57760,-29.628723,0.0062761977
186647,apo25m.5226.150-08-RV.2M03375564+4528419,9290,57788,-29.887115,0.009346717
186648,apo25m.5226.150-08-RV.2M03375564+4528419,9290,57789,-29.744904,0.0045431443
186649,apo25m.5226.150-08-RV.2M03375564+4528419,9290,58006,-29.562601,0.0050550117
186650,apo25m.5226.150-08-RV.2M03375564+4528419,9290,58032,-29.673923,0.0073271887
186651,apo25m.5226.150-08-RV.2M03375564+4528419,9290,58054,-29.675817,0.0049243737
186652,apo25m.5226.150-08-RV.2M03375564+4528419,9290,58063,-29.705612,0.00445548
186653,apo25m.5226.150-08-RV.2M03375564+4528419,9290,58068,-29.755882,0.0051587936
186654,apo25m.5226.150-08-RV.2M03375564+4528419,9290,58085,-29.658794,0.005467881
186655,apo25m.5226.150-08-RV.2M03375564+4528419,9290,58087,-29.514206,0.0050569065
186656,apo25m.5226.150-08-RV.2M03375564+4528419,9290,58114,-29.874691,0.009407642
186657,apo25m.5226.150-08-RV.2M03375564+4528419,9290,58143,-29.365458,0.0042300974
186678,apo25m.5226.150-08-RV.2M03375720+4615331,9290,57706,-83.401985,0.0022671428
186679,apo25m.5226.150-08-RV.2M03375720+4615331,9290,57732,-83.320854,0.0017054896
186680,apo25m.5226.150-08-RV.2M03375720+4615331,9290,57734,-83.10676,0.0019885665
186681,apo25m.5226.150-08-RV.2M03375720+4615331,9290,57735,-83.2701,0.0023080353
186682,apo25m.5226.150-08-RV.2M03375720+4615331,9290,57760,-83.1073,0.0026683344
186683,apo25m.5226.150-08-RV.2M03375720+4615331,9290,57788,-83.364456,0.0037380608
186684,apo25m.5226.150-08-RV.2M03375720+4615331,9290,57789,-83.22956,0.0018417281
186685,apo25m.5226.150-08-RV.2M03375720+4615331,9290,58006,-83.748146,0.0021974521
186686,apo25m.5226.150-08-RV.2M03375720+4615331,9290,58032,-83.46271,0.0026991651
186687,apo25m.5226.150-08-RV.2M03375720+4615331,9290,58054,-83.28584,0.001952352
186688,apo25m.5226.150-08-RV.2M03375720+4615331,9290,58063,-83.19925,0.0017191111
186689,apo25m.5226.150-08-RV.2M03375720+4615331,9290,58068,-83.06149,0.0019558908
186690,apo25m.5226.150-08-RV.2M03375720+4615331,9290,58085,-83.302155,0.0021865112
186691,apo25m.5226.150-08-RV.2M03375720+4615331,9290,58087,-83.15841,0.001975679
186692,apo25m.5226.150-08-RV.2M03375720+4615331,9290,58114,-83.519,0.0037515701
186693,apo25m.5226.150-08-RV.2M03375720+4615331,9290,58143,-83.57842,0.0016662341
186727,apo25m.5226.150-08-RV.2M03375988+4543204,9290,57706,-17.295933,0.0038333517
186728,apo25m.5226.150-08-RV.2M03375988+4543204,9290,57732,-17.350033,0.002750683
186729,apo25m.5226.150-08-RV.2M03375988+4543204,9290,57734,-17.282356,0.003165366
186730,apo25m.5226.150-08-RV.2M03375988+4543204,9290,57735,-17.364344,0.0038107405
186731,apo25m.5226.150-08-RV.2M03375988+4543204,9290,57760,-17.07497,0.0036583594
186732,apo25m.5226.150-08-RV.2M03375988+4543204,9290,57788,-17.153648,0.0063659814
186733,apo25m.5226.150-08-RV.2M03375988+4543204,9290,57789,-17.1139,0.0031479038
186734,apo25m.5226.150-08-RV.2M03375988+4543204,9290,58006,-17.804062,0.0029771326
186735,apo25m.5226.150-08-RV.2M03375988+4543204,9290,58032,-17.806347,0.0042332783
186736,apo25m.5226.150-08-RV.2M03375988+4543204,9290,58054,-18.00775,0.0033328843
186737,apo25m.5226.150-08-RV.2M03375988+4543204,9290,58063,-17.650925,0.0023839672
186738,apo25m.5226.150-08-RV.2M03375988+4543204,9290,58068,-17.683619,0.0027543502
186739,apo25m.5226.150-08-RV.2M03375988+4543204,9290,58085,-17.668646,0.0030193813
186740,apo25m.5226.150-08-RV.2M03375988+4543204,9290,58087,-17.771149,0.0027547097
186741,apo25m.5226.150-08-RV.2M03375988+4543204,9290,58114,-17.618834,0.007156883
186742,apo25m.5226.150-08-RV.2M03375988+4543204,9290,58143,-17.265524,0.0029342684
186756,apo25m.5226.150-08-RV.2M03380104+4603136,9290,57706,-13.921528,0.0036717558
186757,apo25m.5226.150-08-RV.2M03380104+4603136,9290,57732,-14.109625,0.0029898742
186758,apo25m.5226.150-08-RV.2M03380104+4603136,9290,57734,-14.062167,0.0033116373
186759,apo25m.5226.150-08-RV.2M03380104+4603136,9290,57735,-14.110899,0.0037932794
186760,apo25m.5226.150-08-RV.2M03380104+4603136,9290,57760,-13.994737,0.0041250535
186761,apo25m.5226.150-08-RV.2M03380104+4603136,9290,57788,-14.008963,0.0063577667
186762,apo25m.5226.150-08-RV.2M03380104+4603136,9290,57789,-13.914422,0.003257233
186763,apo25m.5226.150-08-RV.2M03380104+4603136,9290,58006,-10.001057,0.0032204294
186764,apo25m.5226.150-08-RV.2M03380104+4603136,9290,58032,-11.24333,0.0047227102
186765,apo25m.5226.150-08-RV.2M03380104+4603136,9290,58054,-11.825833,0.0029482641
186766,apo25m.5226.150-08-RV.2M03380104+4603136,9290,58063,-12.04031,0.0028859216
186767,apo25m.5226.150-08-RV.2M03380104+4603136,9290,58068,-12.102342,0.0034172316
186768,apo25m.5226.150-08-RV.2M03380104+4603136,9290,58085,-12.475668,0.003542333
186769,apo25m.5226.150-08-RV.2M03380104+4603136,9290,58087,-12.380962,0.0033055304
186770,apo25m.5226.150-08-RV.2M03380104+4603136,9290,58114,-13.044476,0.0063239243
186771,apo25m.5226.150-08-RV.2M03380104+4603136,9290,58143,-13.049827,0.0028882988
186978,apo25m.5226.150-08-RV.2M03380996+4626295,9290,57706,10.217596,0.0031803309
186979,apo25m.5226.150-08-RV.2M03380996+4626295,9290,57732,10.03327,0.0022613253
186980,apo25m.5226.150-08-RV.2M03380996+4626295,9290,57734,10.170758,0.0025865766
186981,apo25m.5226.150-08-RV.2M03380996+4626295,9290,57735,10.209431,0.002939519
186982,apo25m.5226.150-08-RV.2M03380996+4626295,9290,57760,10.212936,0.0034357337
186983,apo25m.5226.150-08-RV.2M03380996+4626295,9290,57788,10.109602,0.005139188
186984,apo25m.5226.150-08-RV.2M03380996+4626295,9290,57789,10.116871,0.0025278886
186985,apo25m.5226.150-08-RV.2M03380996+4626295,9290,58006,9.6785345,0.0024973315
186986,apo25m.5226.150-08-RV.2M03380996+4626295,9290,58032,9.349234,0.0034348937
186987,apo25m.5226.150-08-RV.2M03380996+4626295,9290,58054,9.62881,0.00237862
186988,apo25m.5226.150-08-RV.2M03380996+4626295,9290,58063,9.673671,0.002352238
186989,apo25m.5226.150-08-RV.2M03380996+4626295,9290,58068,9.602592,0.0026873704
186990,apo25m.5226.150-08-RV.2M03380996+4626295,9290,58085,9.6907215,0.0028904006
186991,apo25m.5226.150-08-RV.2M03380996+4626295,9290,58087,9.80257,0.0025912172
186992,apo25m.5226.150-08-RV.2M03380996+4626295,9290,58114,9.750792,0.004946034
186993,apo25m.5226.150-08-RV.2M03380996+4626295,9290,58143,9.835558,0.002205729
187125,apo25m.5226.150-08-RV.2M03381774+4725475,9290,57706,-33.730846,0.08123872
187126,apo25m.5226.150-08-RV.2M03381774+4725475,9290,57732,-33.85376,0.10092401
187127,apo25m.5226.150-08-RV.2M03381774+4725475,9290,57734,-34.07835,0.11050022
187128,apo25m.5226.150-08-RV.2M03381774+4725475,9290,57735,-34.26009,0.12604558
187129,apo25m.5226.150-08-RV.2M03381774+4725475,9290,57760,-33.6915,0.09950506
187130,apo25m.5226.150-08-RV.2M03381774+4725475,9290,57788,-34.092857,0.15025021
187131,apo25m.5226.150-08-RV.2M03381774+4725475,9290,57789,-33.938133,0.067248605
187132,apo25m.5226.150-08-RV.2M03381774+4725475,9290,58006,-33.30629,0.07967041
187133,apo25m.5226.150-08-RV.2M03381774+4725475,9290,58032,-34.031204,0.07008961
187134,apo25m.5226.150-08-RV.2M03381774+4725475,9290,58054,-33.551384,0.054303773
187135,apo25m.5226.150-08-RV.2M03381774+4725475,9290,58063,-33.7168,0.054870814
187136,apo25m.5226.150-08-RV.2M03381774+4725475,9290,58068,-34.08835,0.055640727
187137,apo25m.5226.150-08-RV.2M03381774+4725475,9290,58085,-34.287365,0.06296963
187138,apo25m.5226.150-08-RV.2M03381774+4725475,9290,58087,-33.995865,0.058253963
187139,apo25m.5226.150-08-RV.2M03381774+4725475,9290,58114,-33.59427,0.12611438
187140,apo25m.5226.150-08-RV.2M03381774+4725475,9290,58143,-33.416897,0.060918763
187197,apo25m.5226.150-08-RV.2M03382165+4527526,9290,57706,5.2915325,1.6098539
187198,apo25m.5226.150-08-RV.2M03382165+4527526,9290,57732,0.21371412,1.0196989
187199,apo25m.5226.150-08-RV.2M03382165+4527526,9290,57734,-1.8973589,1.458938
187200,apo25m.5226.150-08-RV.2M03382165+4527526,9290,57735,8.931144,1.4722631
187201,apo25m.5226.150-08-RV.2M03382165+4527526,9290,57760,1.759903,1.4922403
187202,apo25m.5226.150-08-RV.2M03382165+4527526,9290,57788,-9.277002,2.856285
187203,apo25m.5226.150-08-RV.2M03382165+4527526,9290,57789,6.775337,1.1825598
187204,apo25m.5226.150-08-RV.2M03382165+4527526,9290,58006,-6.854521,1.4138837
187205,apo25m.5226.150-08-RV.2M03382165+4527526,9290,58032,0.9700413,1.9709309
187206,apo25m.5226.150-08-RV.2M03382165+4527526,9290,58054,5.061281,1.2358091
187207,apo25m.5226.150-08-RV.2M03382165+4527526,9290,58063,5.0974607,1.0538296
187208,apo25m.5226.150-08-RV.2M03382165+4527526,9290,58068,-8.124712,1.2105596
187209,apo25m.5226.150-08-RV.2M03382165+4527526,9290,58085,-0.64315283,1.3237257
187210,apo25m.5226.150-08-RV.2M03382165+4527526,9290,58087,-15.200199,1.2370232
187211,apo25m.5226.150-08-RV.2M03382165+4527526,9290,58114,-9.153214,3.0235538
187212,apo25m.5226.150-08-RV.2M03382165+4527526,9290,58143,0.29083443,1.0007495
187473,apo25m.5226.150-08-RV.2M03383327+4607491,9290,57706,-67.08035,0.025292272
187474,apo25m.5226.150-08-RV.2M03383327+4607491,9290,57732,-66.995255,0.01941701
187475,apo25m.5226.150-08-RV.2M03383327+4607491,9290,57734,-66.95752,0.022355426
187476,apo25m.5226.150-08-RV.2M03383327+4607491,9290,57735,-66.950966,0.027671283
187477,apo25m.5226.150-08-RV.2M03383327+4607491,9290,57760,-66.77988,0.029688375
187478,apo25m.5226.150-08-RV.2M03383327+4607491,9290,57788,-67.17222,0.05610325
187479,apo25m.5226.150-08-RV.2M03383327+4607491,9290,57789,-67.00763,0.023833292
187480,apo25m.5226.150-08-RV.2M03383327+4607491,9290,58006,-66.8299,0.021662325
187481,apo25m.5226.150-08-RV.2M03383327+4607491,9290,58032,-66.85106,0.028598446
187482,apo25m.5226.150-08-RV.2M03383327+4607491,9290,58054,-66.97543,0.019293128
187483,apo25m.5226.150-08-RV.2M03383327+4607491,9290,58063,-66.79203,0.021202968
187484,apo25m.5226.150-08-RV.2M03383327+4607491,9290,58068,-66.87756,0.023873264
187485,apo25m.5226.150-08-RV.2M03383327+4607491,9290,58085,-66.91304,0.026593404
187486,apo25m.5226.150-08-RV.2M03383327+4607491,9290,58087,-66.859344,0.024102349
187487,apo25m.5226.150-08-RV.2M03383327+4607491,9290,58114,-67.002754,0.0479392
187488,apo25m.5226.150-08-RV.2M03383327+4607491,9290,58143,-66.84795,0.021442926
187512,apo25m.5226.150-08-RV.2M03383429+4547140,9290,57706,-5.4775543,0.014666603
187513,apo25m.5226.150-08-RV.2M03383429+4547140,9290,57732,-5.6357265,0.010641024
187514,apo25m.5226.150-08-RV.2M03383429+4547140,9290,57734,-5.623421,0.012021122
187515,apo25m.5226.150-08-RV.2M03383429+4547140,9290,57735,-5.7544847,0.015120374
187516,apo25m.5226.150-08-RV.2M03383429+4547140,9290,57760,-5.3880224,0.016615095
187517,apo25m.5226.150-08-RV.2M03383429+4547140,9290,57788,-5.7482147,0.027166283
187518,apo25m.5226.150-08-RV.2M03383429+4547140,9290,57789,-5.574234,0.012310369
187519,apo25m.5226.150-08-RV.2M03383429+4547140,9290,58006,-5.74802,0.013138481
187520,apo25m.5226.150-08-RV.2M03383429+4547140,9290,58032,-5.697117,0.0195185
187521,apo25m.5226.150-08-RV.2M03383429+4547140,9290,58054,-5.6662416,0.011910135
187522,apo25m.5226.150-08-RV.2M03383429+4547140,9290,58063,-5.7020044,0.010970378
187523,apo25m.5226.150-08-RV.2M03383429+4547140,9290,58068,-5.776226,0.01251214
187524,apo25m.5226.150-08-RV.2M03383429+4547140,9290,58085,-5.8162136,0.0134864785
187525,apo25m.5226.150-08-RV.2M03383429+4547140,9290,58087,-5.773986,0.012297902
187526,apo25m.5226.150-08-RV.2M03383429+4547140,9290,58114,-6.1015625,0.029575465
187527,apo25m.5226.150-08-RV.2M03383429+4547140,9290,58143,-5.935257,0.013775522
187768,apo25m.5226.150-08-RV.2M03384691+4711308,9290,57706,-38.553204,0.008128367
187769,apo25m.5226.150-08-RV.2M03384691+4711308,9290,57732,-38.52889,0.0082272785
187770,apo25m.5226.150-08-RV.2M03384691+4711308,9290,57734,-38.439816,0.00891474
187771,apo25m.5226.150-08-RV.2M03384691+4711308,9290,57735,-38.588676,0.009295071
187772,apo25m.5226.150-08-RV.2M03384691+4711308,9290,57760,-38.434578,0.010289173
187773,apo25m.5226.150-08-RV.2M03384691+4711308,9290,57788,-38.63893,0.013344358
187774,apo25m.5226.150-08-RV.2M03384691+4711308,9290,57789,-38.362503,0.0068751164
187775,apo25m.5226.150-08-RV.2M03384691+4711308,9290,58006,-38.56299,0.008808201
187776,apo25m.5226.150-08-RV.2M03384691+4711308,9290,58032,-38.35382,0.010077055
187777,apo25m.5226.150-08-RV.2M03384691+4711308,9290,58054,-38.49151,0.0065743374
187778,apo25m.5226.150-08-RV.2M03384691+4711308,9290,58063,-38.670567,0.006270855
187779,apo25m.5226.150-08-RV.2M03384691+4711308,9290,58068,-38.552387,0.006888997
187780,apo25m.5226.150-08-RV.2M03384691+4711308,9290,58085,-38.52148,0.007659305
187781,apo25m.5226.150-08-RV.2M03384691+4711308,9290,58087,-38.449104,0.0069643664
187782,apo25m.5226.150-08-RV.2M03384691+4711308,9290,58114,-38.50863,0.012892527
187783,apo25m.5226.150-08-RV.2M03384691+4711308,9290,58143,-38.401024,0.00643598
187822,apo25m.5226.150-08-RV.2M03385201+4539512,9290,57706,-21.419209,0.008042842
187823,apo25m.5226.150-08-RV.2M03385201+4539512,9290,57732,-21.44355,0.0062330505
187824,apo25m.5226.150-08-RV.2M03385201+4539512,9290,57734,-21.36375,0.0072673
187825,apo25m.5226.150-08-RV.2M03385201+4539512,9290,57735,-21.342224,0.00881817
187826,apo25m.5226.150-08-RV.2M03385201+4539512,9290,57760,-21.209932,0.00974301
187827,apo25m.5226.150-08-RV.2M03385201+4539512,9290,57788,-21.287466,0.015766684
187828,apo25m.5226.150-08-RV.2M03385201+4539512,9290,57789,-21.260155,0.0071634525
187829,apo25m.5226.150-08-RV.2M03385201+4539512,9290,58006,-20.915037,0.0071957125
187830,apo25m.5226.150-08-RV.2M03385201+4539512,9290,58032,-20.920424,0.01173571
187831,apo25m.5226.150-08-RV.2M03385201+4539512,9290,58054,-20.887882,0.007878744
187832,apo25m.5226.150-08-RV.2M03385201+4539512,9290,58063,-20.886478,0.006238828
187833,apo25m.5226.150-08-RV.2M03385201+4539512,9290,58068,-20.86894,0.0073814485
187834,apo25m.5226.150-08-RV.2M03385201+4539512,9290,58085,-20.898565,0.00803815
187835,apo25m.5226.150-08-RV.2M03385201+4539512,9290,58087,-20.785027,0.007423567
187836,apo25m.5226.150-08-RV.2M03385201+4539512,9290,58114,-20.971703,0.015164422
187837,apo25m.5226.150-08-RV.2M03385201+4539512,9290,58143,-20.687483,0.0064424677
187890,apo25m.5226.150-08-RV.2M03385429+4623449,9290,57706,-44.365643,0.04093941
187891,apo25m.5226.150-08-RV.2M03385429+4623449,9290,57732,-45.136276,0.032704666
187892,apo25m.5226.150-08-RV.2M03385429+4623449,9290,57734,-45.141876,0.0369129
187893,apo25m.5226.150-08-RV.2M03385429+4623449,9290,57735,-45.27895,0.047003187
187894,apo25m.5226.150-08-RV.2M03385429+4623449,9290,57760,-46.165344,0.051556118
187895,apo25m.5226.150-08-RV.2M03385429+4623449,9290,57788,-48.111786,0.081262484
187896,apo25m.5226.150-08-RV.2M03385429+4623449,9290,57789,-47.984436,0.035487723
187897,apo25m.5226.150-08-RV.2M03385429+4623449,9290,58006,-53.813583,0.03287386
187898,apo25m.5226.150-08-RV.2M03385429+4623449,9290,58032,-52.277634,0.0582959
