,Target ID,Plate ID,MJD,OBSVHELIO (km/s),OBSVREL Error (km/s)
171291,apo25m.5226.150-08-RV.2M03291918+4606508,9290,58054,9.338337,0.0028671636
171292,apo25m.5226.150-08-RV.2M03291918+4606508,9290,58063,9.485687,0.0024956502
171293,apo25m.5226.150-08-RV.2M03291918+4606508,9290,58068,9.529709,0.002831911
171294,apo25m.5226.150-08-RV.2M03291918+4606508,9290,58085,9.500227,0.0031366053
171295,apo25m.5226.150-08-RV.2M03291918+4606508,9290,58087,9.570956,0.0028705301
171296,apo25m.5226.150-08-RV.2M03291918+4606508,9290,58114,9.575109,0.0057084477
171297,apo25m.5226.150-08-RV.2M03291918+4606508,9290,58143,9.810122,0.0025824578
171362,apo25m.5226.150-08-RV.2M03292191+4711390,9290,57706,-66.99149,0.013185374
171363,apo25m.5226.150-08-RV.2M03292191+4711390,9290,57732,-66.89563,0.011631164
171364,apo25m.5226.150-08-RV.2M03292191+4711390,9290,57734,-66.90048,0.012431107
171365,apo25m.5226.150-08-RV.2M03292191+4711390,9290,57735,-66.914696,0.01414552
171366,apo25m.5226.150-08-RV.2M03292191+4711390,9290,57760,-66.64722,0.0132761765
171367,apo25m.5226.150-08-RV.2M03292191+4711390,9290,57788,-66.9304,0.018789675
171368,apo25m.5226.150-08-RV.2M03292191+4711390,9290,57789,-66.95119,0.008761456
171369,apo25m.5226.150-08-RV.2M03292191+4711390,9290,58006,-66.8938,0.013392811
171370,apo25m.5226.150-08-RV.2M03292191+4711390,9290,58032,-66.92473,0.016673606
171371,apo25m.5226.150-08-RV.2M03292191+4711390,9290,58054,-67.04944,0.0140395565
171372,apo25m.5226.150-08-RV.2M03292191+4711390,9290,58063,-67.07338,0.0075356276
171373,apo25m.5226.150-08-RV.2M03292191+4711390,9290,58068,-67.15641,0.008947377
171374,apo25m.5226.150-08-RV.2M03292191+4711390,9290,58085,-67.10792,0.009375617
171375,apo25m.5226.150-08-RV.2M03292191+4711390,9290,58087,-67.0831,0.008693481
171376,apo25m.5226.150-08-RV.2M03292191+4711390,9290,58114,-67.06418,0.02302843
171377,apo25m.5226.150-08-RV.2M03292191+4711390,9290,58143,-66.921326,0.013067073
171587,apo25m.5226.150-08-RV.2M03292707+4515373,9290,57706,56.905613,0.014152452
171588,apo25m.5226.150-08-RV.2M03292707+4515373,9290,57732,56.864388,0.012847961
171589,apo25m.5226.150-08-RV.2M03292707+4515373,9290,57734,56.90007,0.014475121
171590,apo25m.5226.150-08-RV.2M03292707+4515373,9290,57735,56.908424,0.01986035
171591,apo25m.5226.150-08-RV.2M03292707+4515373,9290,57760,56.96135,0.023025367
171592,apo25m.5226.150-08-RV.2M03292707+4515373,9290,57788,56.61457,0.026800448
171593,apo25m.5226.150-08-RV.2M03292707+4515373,9290,57789,56.726448,0.012161022
171594,apo25m.5226.150-08-RV.2M03292707+4515373,9290,58006,57.306496,0.019606953
171595,apo25m.5226.150-08-RV.2M03292707+4515373,9290,58032,57.112297,0.015220189
171596,apo25m.5226.150-08-RV.2M03292707+4515373,9290,58054,57.033726,0.013197572
171597,apo25m.5226.150-08-RV.2M03292707+4515373,9290,58063,56.97607,0.011268179
171598,apo25m.5226.150-08-RV.2M03292707+4515373,9290,58068,56.938587,0.013039147
171599,apo25m.5226.150-08-RV.2M03292707+4515373,9290,58085,56.715633,0.01254173
171600,apo25m.5226.150-08-RV.2M03292707+4515373,9290,58087,56.887886,0.013302788
171601,apo25m.5226.150-08-RV.2M03292707+4515373,9290,58114,56.873707,0.03663928
171602,apo25m.5226.150-08-RV.2M03292707+4515373,9290,58143,57.05896,0.0139471395
171727,apo25m.5226.150-08-RV.2M03293146+4553350,9290,57706,-25.359177,0.020122088
171728,apo25m.5226.150-08-RV.2M03293146+4553350,9290,57732,-25.361004,0.016278299
171729,apo25m.5226.150-08-RV.2M03293146+4553350,9290,57734,-25.297306,0.018362952
171730,apo25m.5226.150-08-RV.2M03293146+4553350,9290,57735,-25.20852,0.022221435
171731,apo25m.5226.150-08-RV.2M03293146+4553350,9290,57760,-25.087696,0.024043653
171732,apo25m.5226.150-08-RV.2M03293146+4553350,9290,57788,-25.351912,0.04342633
171733,apo25m.5226.150-08-RV.2M03293146+4553350,9290,57789,-25.289145,0.018911034
171734,apo25m.5226.150-08-RV.2M03293146+4553350,9290,58006,-25.123474,0.018940015
171735,apo25m.5226.150-08-RV.2M03293146+4553350,9290,58032,-25.39595,0.025622455
171736,apo25m.5226.150-08-RV.2M03293146+4553350,9290,58054,-25.411198,0.016697608
171737,apo25m.5226.150-08-RV.2M03293146+4553350,9290,58063,-25.231983,0.016147595
171738,apo25m.5226.150-08-RV.2M03293146+4553350,9290,58068,-25.293007,0.018602984
171739,apo25m.5226.150-08-RV.2M03293146+4553350,9290,58085,-25.271873,0.019778533
171740,apo25m.5226.150-08-RV.2M03293146+4553350,9290,58087,-25.249523,0.01888148
171741,apo25m.5226.150-08-RV.2M03293146+4553350,9290,58114,-25.283365,0.039144598
171742,apo25m.5226.150-08-RV.2M03293146+4553350,9290,58143,-25.005733,0.01740437
171759,apo25m.5226.150-08-RV.2M03293172+4558280,9290,57706,-16.206848,0.05255443
171760,apo25m.5226.150-08-RV.2M03293172+4558280,9290,57732,-16.266607,0.045550123
171761,apo25m.5226.150-08-RV.2M03293172+4558280,9290,57734,-16.249172,0.053267304
171762,apo25m.5226.150-08-RV.2M03293172+4558280,9290,57735,-16.480997,0.067030095
171763,apo25m.5226.150-08-RV.2M03293172+4558280,9290,57760,-16.09682,0.06019542
171764,apo25m.5226.150-08-RV.2M03293172+4558280,9290,57788,-16.570969,0.12207186
171765,apo25m.5226.150-08-RV.2M03293172+4558280,9290,57789,-16.407518,0.05093337
171766,apo25m.5226.150-08-RV.2M03293172+4558280,9290,58006,-16.043612,0.042266615
171767,apo25m.5226.150-08-RV.2M03293172+4558280,9290,58032,-16.280743,0.057232156
171768,apo25m.5226.150-08-RV.2M03293172+4558280,9290,58054,-16.19878,0.035739016
171769,apo25m.5226.150-08-RV.2M03293172+4558280,9290,58063,-16.16026,0.038528517
171770,apo25m.5226.150-08-RV.2M03293172+4558280,9290,58068,-16.039812,0.044472244
171771,apo25m.5226.150-08-RV.2M03293172+4558280,9290,58085,-16.368324,0.047963858
171772,apo25m.5226.150-08-RV.2M03293172+4558280,9290,58087,-16.33822,0.04277517
171773,apo25m.5226.150-08-RV.2M03293172+4558280,9290,58114,-16.037344,0.09252403
171774,apo25m.5226.150-08-RV.2M03293172+4558280,9290,58143,-16.269968,0.03791326
171781,apo25m.5226.150-08-RV.2M03293213+4519275,9290,57706,10.993685,0.0044851024
171782,apo25m.5226.150-08-RV.2M03293213+4519275,9290,57732,10.936475,0.00384117
171783,apo25m.5226.150-08-RV.2M03293213+4519275,9290,57734,10.963946,0.0042437115
171784,apo25m.5226.150-08-RV.2M03293213+4519275,9290,57735,10.851034,0.00440477
171785,apo25m.5226.150-08-RV.2M03293213+4519275,9290,57760,11.085188,0.004874055
171786,apo25m.5226.150-08-RV.2M03293213+4519275,9290,57788,10.950188,0.008033467
171787,apo25m.5226.150-08-RV.2M03293213+4519275,9290,57789,10.879301,0.0041308994
171788,apo25m.5226.150-08-RV.2M03293213+4519275,9290,58006,10.617638,0.0055786553
171789,apo25m.5226.150-08-RV.2M03293213+4519275,9290,58032,10.762325,0.0057047494
171790,apo25m.5226.150-08-RV.2M03293213+4519275,9290,58054,11.308876,0.004230899
171791,apo25m.5226.150-08-RV.2M03293213+4519275,9290,58063,11.310028,0.0038806514
171792,apo25m.5226.150-08-RV.2M03293213+4519275,9290,58068,10.9831085,0.0037406802
171793,apo25m.5226.150-08-RV.2M03293213+4519275,9290,58085,10.991795,0.0044741887
171794,apo25m.5226.150-08-RV.2M03293213+4519275,9290,58087,10.959945,0.004115716
171795,apo25m.5226.150-08-RV.2M03293213+4519275,9290,58114,10.607701,0.0076661035
171796,apo25m.5226.150-08-RV.2M03293213+4519275,9290,58143,10.994148,0.0037704336
171836,apo25m.5226.150-08-RV.2M03293327+4708587,9290,57706,-0.9596114,0.14171062
171837,apo25m.5226.150-08-RV.2M03293327+4708587,9290,57732,-1.1314111,0.076276384
171838,apo25m.5226.150-08-RV.2M03293327+4708587,9290,57734,-1.2440596,0.081833765
171839,apo25m.5226.150-08-RV.2M03293327+4708587,9290,57735,-1.330945,0.10447542
171840,apo25m.5226.150-08-RV.2M03293327+4708587,9290,57760,-0.94919205,0.08567863
171841,apo25m.5226.150-08-RV.2M03293327+4708587,9290,57788,-1.4438248,0.1576699
171842,apo25m.5226.150-08-RV.2M03293327+4708587,9290,57789,-1.2103806,0.071409754
171843,apo25m.5226.150-08-RV.2M03293327+4708587,9290,58006,-1.1000042,0.08190164
171844,apo25m.5226.150-08-RV.2M03293327+4708587,9290,58032,-1.2033825,0.100302
171845,apo25m.5226.150-08-RV.2M03293327+4708587,9290,58054,-1.0954075,0.06385146
171846,apo25m.5226.150-08-RV.2M03293327+4708587,9290,58063,-1.0267878,0.05939697
171847,apo25m.5226.150-08-RV.2M03293327+4708587,9290,58068,-1.3308725,0.064240836
171848,apo25m.5226.150-08-RV.2M03293327+4708587,9290,58085,-1.2699943,0.07046955
171849,apo25m.5226.150-08-RV.2M03293327+4708587,9290,58087,-1.5629821,0.062361334
171850,apo25m.5226.150-08-RV.2M03293327+4708587,9290,58114,-0.91598606,0.15583724
171851,apo25m.5226.150-08-RV.2M03293327+4708587,9290,58143,-1.2661362,0.061589554
171989,apo25m.5226.150-08-RV.2M03293658+4551380,9290,57706,11.234169,0.0043271165
171990,apo25m.5226.150-08-RV.2M03293658+4551380,9290,57732,11.15325,0.0035473716
171991,apo25m.5226.150-08-RV.2M03293658+4551380,9290,57734,11.208193,0.004089613
171992,apo25m.5226.150-08-RV.2M03293658+4551380,9290,57735,11.144029,0.0046376046
171993,apo25m.5226.150-08-RV.2M03293658+4551380,9290,57760,11.3595295,0.0050719427
171994,apo25m.5226.150-08-RV.2M03293658+4551380,9290,57788,11.230104,0.0101536885
171995,apo25m.5226.150-08-RV.2M03293658+4551380,9290,57789,11.183907,0.004562292
171996,apo25m.5226.150-08-RV.2M03293658+4551380,9290,58006,11.315404,0.004512134
171997,apo25m.5226.150-08-RV.2M03293658+4551380,9290,58032,11.309996,0.0055552856
171998,apo25m.5226.150-08-RV.2M03293658+4551380,9290,58054,11.18925,0.0036692515
171999,apo25m.5226.150-08-RV.2M03293658+4551380,9290,58063,11.233212,0.0034614357
172000,apo25m.5226.150-08-RV.2M03293658+4551380,9290,58068,10.960859,0.00395934
172001,apo25m.5226.150-08-RV.2M03293658+4551380,9290,58085,11.150937,0.0045259427
172002,apo25m.5226.150-08-RV.2M03293658+4551380,9290,58087,11.1973295,0.0040262523
172003,apo25m.5226.150-08-RV.2M03293658+4551380,9290,58114,11.041641,0.0076042204
172004,apo25m.5226.150-08-RV.2M03293658+4551380,9290,58143,11.335426,0.0035205618
172014,apo25m.5226.150-08-RV.2M03293709+4550055,9290,57706,-48.7535,0.0028652058
172015,apo25m.5226.150-08-RV.2M03293709+4550055,9290,57732,-48.80618,0.0023913535
172016,apo25m.5226.150-08-RV.2M03293709+4550055,9290,57734,-48.777878,0.0027335081
172017,apo25m.5226.150-08-RV.2M03293709+4550055,9290,57735,-48.846996,0.0030034299
172018,apo25m.5226.150-08-RV.2M03293709+4550055,9290,57760,-49.018692,0.0032277587
172019,apo25m.5226.150-08-RV.2M03293709+4550055,9290,57788,-49.56154,0.0053481488
172020,apo25m.5226.150-08-RV.2M03293709+4550055,9290,57789,-49.4971,0.0025312467
172021,apo25m.5226.150-08-RV.2M03293709+4550055,9290,58006,-48.843246,0.0029887937
172022,apo25m.5226.150-08-RV.2M03293709+4550055,9290,58032,-48.667458,0.0036948672
172023,apo25m.5226.150-08-RV.2M03293709+4550055,9290,58054,-48.95953,0.0024562855
172024,apo25m.5226.150-08-RV.2M03293709+4550055,9290,58063,-48.802006,0.0020611798
172025,apo25m.5226.150-08-RV.2M03293709+4550055,9290,58068,-48.894035,0.0024035517
172026,apo25m.5226.150-08-RV.2M03293709+4550055,9290,58085,-49.090107,0.0027000792
172027,apo25m.5226.150-08-RV.2M03293709+4550055,9290,58087,-48.89301,0.002443341
172028,apo25m.5226.150-08-RV.2M03293709+4550055,9290,58114,-48.95404,0.0046725054
172029,apo25m.5226.150-08-RV.2M03293709+4550055,9290,58143,-48.90554,0.0023369973
172261,apo25m.5226.150-08-RV.2M03294681+4521083,9290,57706,-78.508156,0.0031361864
172262,apo25m.5226.150-08-RV.2M03294681+4521083,9290,57732,-76.55991,0.002077169
172263,apo25m.5226.150-08-RV.2M03294681+4521083,9290,57734,-76.45442,0.0023672015
172264,apo25m.5226.150-08-RV.2M03294681+4521083,9290,57735,-76.47338,0.002450502
172265,apo25m.5226.150-08-RV.2M03294681+4521083,9290,57760,-74.93335,0.003330455
172266,apo25m.5226.150-08-RV.2M03294681+4521083,9290,57788,-73.62706,0.0055342675
172267,apo25m.5226.150-08-RV.2M03294681+4521083,9290,57789,-73.48128,0.0028343936
172268,apo25m.5226.150-08-RV.2M03294681+4521083,9290,58006,-81.44439,0.0030424308
172269,apo25m.5226.150-08-RV.2M03294681+4521083,9290,58032,-83.15799,0.0037047556
172270,apo25m.5226.150-08-RV.2M03294681+4521083,9290,58054,-84.28161,0.0026653046
172271,apo25m.5226.150-08-RV.2M03294681+4521083,9290,58063,-84.58601,0.0019515251
172272,apo25m.5226.150-08-RV.2M03294681+4521083,9290,58068,-84.775764,0.0021756298
172273,apo25m.5226.150-08-RV.2M03294681+4521083,9290,58085,-85.434044,0.0025781428
172274,apo25m.5226.150-08-RV.2M03294681+4521083,9290,58087,-85.313354,0.0023158833
172275,apo25m.5226.150-08-RV.2M03294681+4521083,9290,58114,-85.56438,0.0042647235
172276,apo25m.5226.150-08-RV.2M03294681+4521083,9290,58143,-84.9449,0.0020427303
172353,apo25m.5226.150-08-RV.2M03294792+4706508,9290,57706,-41.455925,0.088124245
172354,apo25m.5226.150-08-RV.2M03294792+4706508,9290,57732,-41.688446,0.08382175
172355,apo25m.5226.150-08-RV.2M03294792+4706508,9290,57734,-41.762074,0.081007674
172356,apo25m.5226.150-08-RV.2M03294792+4706508,9290,57735,-41.741493,0.09995029
172357,apo25m.5226.150-08-RV.2M03294792+4706508,9290,57760,-41.349876,0.11815257
172358,apo25m.5226.150-08-RV.2M03294792+4706508,9290,57788,-41.5864,0.22388856
172359,apo25m.5226.150-08-RV.2M03294792+4706508,9290,57789,-41.747906,0.096492924
172360,apo25m.5226.150-08-RV.2M03294792+4706508,9290,58006,-41.21936,0.059572667
172361,apo25m.5226.150-08-RV.2M03294792+4706508,9290,58032,-41.23726,0.08755153
172362,apo25m.5226.150-08-RV.2M03294792+4706508,9290,58054,-41.83484,0.066601485
172363,apo25m.5226.150-08-RV.2M03294792+4706508,9290,58063,-41.355194,0.043422874
172364,apo25m.5226.150-08-RV.2M03294792+4706508,9290,58068,-40.939777,0.050666638
172365,apo25m.5226.150-08-RV.2M03294792+4706508,9290,58085,-41.893158,0.053010117
172366,apo25m.5226.150-08-RV.2M03294792+4706508,9290,58087,-41.912155,0.04766311
172367,apo25m.5226.150-08-RV.2M03294792+4706508,9290,58114,-42.770893,0.1495414
172368,apo25m.5226.150-08-RV.2M03294792+4706508,9290,58143,-41.467983,0.049793035
172503,apo25m.5226.150-08-RV.2M03295251+4723350,9290,57706,-27.054205,0.0164939
172504,apo25m.5226.150-08-RV.2M03295251+4723350,9290,57732,-26.945929,0.017865833
172505,apo25m.5226.150-08-RV.2M03295251+4723350,9290,57734,-26.914394,0.018407926
172506,apo25m.5226.150-08-RV.2M03295251+4723350,9290,57735,-26.938232,0.019760415
172507,apo25m.5226.150-08-RV.2M03295251+4723350,9290,57760,-26.85993,0.016692573
172508,apo25m.5226.150-08-RV.2M03295251+4723350,9290,57788,-26.82407,0.03118799
172509,apo25m.5226.150-08-RV.2M03295251+4723350,9290,57789,-26.981188,0.013529364
172510,apo25m.5226.150-08-RV.2M03295251+4723350,9290,58006,-26.802202,0.016426152
172511,apo25m.5226.150-08-RV.2M03295251+4723350,9290,58032,-26.938215,0.020955145
172512,apo25m.5226.150-08-RV.2M03295251+4723350,9290,58054,-27.02446,0.015755491
172513,apo25m.5226.150-08-RV.2M03295251+4723350,9290,58063,-26.857353,0.011031906
172514,apo25m.5226.150-08-RV.2M03295251+4723350,9290,58068,-26.89037,0.013130064
172515,apo25m.5226.150-08-RV.2M03295251+4723350,9290,58085,-26.93998,0.013592716
172516,apo25m.5226.150-08-RV.2M03295251+4723350,9290,58087,-26.94909,0.013042053
172517,apo25m.5226.150-08-RV.2M03295251+4723350,9290,58114,-26.880272,0.032522794
172518,apo25m.5226.150-08-RV.2M03295251+4723350,9290,58143,-26.780907,0.0134478845
172670,apo25m.5226.150-08-RV.2M03295755+4602073,9290,57706,0.68092227,0.010924469
172671,apo25m.5226.150-08-RV.2M03295755+4602073,9290,57732,0.75598717,0.008891157
172672,apo25m.5226.150-08-RV.2M03295755+4602073,9290,57734,0.84225464,0.0100802565
172673,apo25m.5226.150-08-RV.2M03295755+4602073,9290,57735,0.74866104,0.011900818
172674,apo25m.5226.150-08-RV.2M03295755+4602073,9290,57760,0.8938484,0.012947554
172675,apo25m.5226.150-08-RV.2M03295755+4602073,9290,57788,0.5190277,0.02358083
172676,apo25m.5226.150-08-RV.2M03295755+4602073,9290,57789,0.71593475,0.010102049
172677,apo25m.5226.150-08-RV.2M03295755+4602073,9290,58006,0.8495312,0.010580053
172678,apo25m.5226.150-08-RV.2M03295755+4602073,9290,58032,0.773962,0.015367357
172679,apo25m.5226.150-08-RV.2M03295755+4602073,9290,58054,0.66590405,0.00965738
172680,apo25m.5226.150-08-RV.2M03295755+4602073,9290,58063,0.78741264,0.00848691
172681,apo25m.5226.150-08-RV.2M03295755+4602073,9290,58068,0.7495537,0.009663601
172682,apo25m.5226.150-08-RV.2M03295755+4602073,9290,58085,0.78343415,0.010716061
172683,apo25m.5226.150-08-RV.2M03295755+4602073,9290,58087,0.78116655,0.009799045
172684,apo25m.5226.150-08-RV.2M03295755+4602073,9290,58114,0.69954205,0.02148892
172685,apo25m.5226.150-08-RV.2M03295755+4602073,9290,58143,0.7253227,0.009696214
172716,apo25m.5226.150-08-RV.2M03295933+4701162,9290,57706,-39.6335,0.019843958
172717,apo25m.5226.150-08-RV.2M03295933+4701162,9290,57732,-39.569496,0.022283912
172718,apo25m.5226.150-08-RV.2M03295933+4701162,9290,57734,-39.60688,0.02248961
172719,apo25m.5226.150-08-RV.2M03295933+4701162,9290,57735,-39.643715,0.026891684
172720,apo25m.5226.150-08-RV.2M03295933+4701162,9290,57760,-39.651627,0.024664342
172721,apo25m.5226.150-08-RV.2M03295933+4701162,9290,57788,-39.39377,0.039482724
172722,apo25m.5226.150-08-RV.2M03295933+4701162,9290,57789,-39.69852,0.016141666
172723,apo25m.5226.150-08-RV.2M03295933+4701162,9290,58006,-39.398506,0.01603864
172724,apo25m.5226.150-08-RV.2M03295933+4701162,9290,58032,-39.555595,0.02502518
172725,apo25m.5226.150-08-RV.2M03295933+4701162,9290,58054,-39.682503,0.017158791
172726,apo25m.5226.150-08-RV.2M03295933+4701162,9290,58063,-39.65664,0.014731921
172727,apo25m.5226.150-08-RV.2M03295933+4701162,9290,58068,-39.778034,0.01716514
172728,apo25m.5226.150-08-RV.2M03295933+4701162,9290,58085,-39.856186,0.017994016
172729,apo25m.5226.150-08-RV.2M03295933+4701162,9290,58087,-39.8053,0.017158838
172730,apo25m.5226.150-08-RV.2M03295933+4701162,9290,58114,-39.730564,0.03246462
172731,apo25m.5226.150-08-RV.2M03295933+4701162,9290,58143,-39.692375,0.01557699
172811,apo25m.5226.150-08-RV.2M03300189+4709519,9290,57706,-34.64454,0.028625047
172812,apo25m.5226.150-08-RV.2M03300189+4709519,9290,57732,-34.6105,0.0252545
172813,apo25m.5226.150-08-RV.2M03300189+4709519,9290,57734,-34.629963,0.026889212
172814,apo25m.5226.150-08-RV.2M03300189+4709519,9290,57735,-34.468163,0.0329001
172815,apo25m.5226.150-08-RV.2M03300189+4709519,9290,57760,-34.44609,0.030720342
172816,apo25m.5226.150-08-RV.2M03300189+4709519,9290,57788,-34.170822,0.056573458
172817,apo25m.5226.150-08-RV.2M03300189+4709519,9290,57789,-34.517235,0.024329467
172818,apo25m.5226.150-08-RV.2M03300189+4709519,9290,58006,-34.591225,0.024307493
172819,apo25m.5226.150-08-RV.2M03300189+4709519,9290,58032,-34.69806,0.034264397
172820,apo25m.5226.150-08-RV.2M03300189+4709519,9290,58054,-34.588577,0.024981644
172821,apo25m.5226.150-08-RV.2M03300189+4709519,9290,58063,-34.772945,0.018138228
172822,apo25m.5226.150-08-RV.2M03300189+4709519,9290,58068,-34.733803,0.021142522
172823,apo25m.5226.150-08-RV.2M03300189+4709519,9290,58085,-34.708305,0.022749513
172824,apo25m.5226.150-08-RV.2M03300189+4709519,9290,58087,-34.71885,0.02038552
172825,apo25m.5226.150-08-RV.2M03300189+4709519,9290,58114,-34.455715,0.049495336
172826,apo25m.5226.150-08-RV.2M03300189+4709519,9290,58143,-34.37548,0.017604515
172903,apo25m.5226.150-08-RV.2M03300591+4704098,9290,57706,30.966896,0.012963769
172904,apo25m.5226.150-08-RV.2M03300591+4704098,9290,57732,30.954704,0.009700354
172905,apo25m.5226.150-08-RV.2M03300591+4704098,9290,57734,30.990381,0.010929472
172906,apo25m.5226.150-08-RV.2M03300591+4704098,9290,57735,30.961575,0.013115799
172907,apo25m.5226.150-08-RV.2M03300591+4704098,9290,57760,31.184105,0.013009322
172908,apo25m.5226.150-08-RV.2M03300591+4704098,9290,57788,31.023758,0.04787328
172909,apo25m.5226.150-08-RV.2M03300591+4704098,9290,57789,31.056965,0.019040504
172910,apo25m.5226.150-08-RV.2M03300591+4704098,9290,58006,31.236347,0.06485395
172911,apo25m.5226.150-08-RV.2M03300591+4704098,9290,58032,30.965343,0.016235784
172912,apo25m.5226.150-08-RV.2M03300591+4704098,9290,58054,30.98563,0.010702021
172913,apo25m.5226.150-08-RV.2M03300591+4704098,9290,58063,31.0337,0.008739077
172914,apo25m.5226.150-08-RV.2M03300591+4704098,9290,58068,30.98454,0.010210051
172915,apo25m.5226.150-08-RV.2M03300591+4704098,9290,58085,31.049604,0.010863954
172916,apo25m.5226.150-08-RV.2M03300591+4704098,9290,58087,31.036846,0.010018045
172917,apo25m.5226.150-08-RV.2M03300591+4704098,9290,58114,31.150087,0.02026602
172918,apo25m.5226.150-08-RV.2M03300591+4704098,9290,58143,31.06444,0.009248386
173062,apo25m.5226.150-08-RV.2M03301152+4532362,9290,57706,-18.219032,0.0019994362
173063,apo25m.5226.150-08-RV.2M03301152+4532362,9290,57732,-18.057251,0.0015798132
173064,apo25m.5226.150-08-RV.2M03301152+4532362,9290,57734,-17.946993,0.0018243924
173065,apo25m.5226.150-08-RV.2M03301152+4532362,9290,57735,-18.213194,0.0020303838
173066,apo25m.5226.150-08-RV.2M03301152+4532362,9290,57760,-17.757648,0.0022235806
173067,apo25m.5226.150-08-RV.2M03301152+4532362,9290,57788,-17.47433,0.0037746807
173068,apo25m.5226.150-08-RV.2M03301152+4532362,9290,57789,-17.774086,0.0017317489
173069,apo25m.5226.150-08-RV.2M03301152+4532362,9290,58006,-17.70705,0.0019070825
173070,apo25m.5226.150-08-RV.2M03301152+4532362,9290,58032,-17.384272,0.0025104051
173071,apo25m.5226.150-08-RV.2M03301152+4532362,9290,58054,-17.317505,0.0016698291
173072,apo25m.5226.150-08-RV.2M03301152+4532362,9290,58063,-17.390606,0.0014933207
173073,apo25m.5226.150-08-RV.2M03301152+4532362,9290,58068,-17.548878,0.0016671795
173074,apo25m.5226.150-08-RV.2M03301152+4532362,9290,58085,-17.38298,0.001991874
173075,apo25m.5226.150-08-RV.2M03301152+4532362,9290,58087,-17.427704,0.0017900651
173076,apo25m.5226.150-08-RV.2M03301152+4532362,9290,58114,-17.978027,0.0036101833
173077,apo25m.5226.150-08-RV.2M03301152+4532362,9290,58143,-17.734024,0.0015502063
173277,apo25m.5226.150-08-RV.2M03301838+4611218,9290,57706,19.764946,0.0122138355
173278,apo25m.5226.150-08-RV.2M03301838+4611218,9290,57732,19.768078,0.009668975
173279,apo25m.5226.150-08-RV.2M03301838+4611218,9290,57734,19.791058,0.011146049
173280,apo25m.5226.150-08-RV.2M03301838+4611218,9290,57735,19.74473,0.013398094
173281,apo25m.5226.150-08-RV.2M03301838+4611218,9290,57760,19.81512,0.013011939
173282,apo25m.5226.150-08-RV.2M03301838+4611218,9290,57788,19.38705,0.02400856
173283,apo25m.5226.150-08-RV.2M03301838+4611218,9290,57789,19.602573,0.010823452
173284,apo25m.5226.150-08-RV.2M03301838+4611218,9290,58006,19.27375,0.010587027
173285,apo25m.5226.150-08-RV.2M03301838+4611218,9290,58032,18.950771,0.018133271
173286,apo25m.5226.150-08-RV.2M03301838+4611218,9290,58054,18.81737,0.009666611
173287,apo25m.5226.150-08-RV.2M03301838+4611218,9290,58063,18.848225,0.008825632
173288,apo25m.5226.150-08-RV.2M03301838+4611218,9290,58068,18.772394,0.009991988
173289,apo25m.5226.150-08-RV.2M03301838+4611218,9290,58085,18.738457,0.011322486
173290,apo25m.5226.150-08-RV.2M03301838+4611218,9290,58087,18.802498,0.0102733085
173291,apo25m.5226.150-08-RV.2M03301838+4611218,9290,58114,18.447296,0.022501297
173292,apo25m.5226.150-08-RV.2M03301838+4611218,9290,58143,18.669434,0.010148295
173490,apo25m.5226.150-08-RV.2M03302309+4634150,9290,57706,-41.91647,0.01364569
173491,apo25m.5226.150-08-RV.2M03302309+4634150,9290,57732,-42.04595,0.011453699
173492,apo25m.5226.150-08-RV.2M03302309+4634150,9290,57734,-41.96734,0.012850612
173493,apo25m.5226.150-08-RV.2M03302309+4634150,9290,57735,-42.038857,0.015712937
173494,apo25m.5226.150-08-RV.2M03302309+4634150,9290,57760,-41.962814,0.013891789
173495,apo25m.5226.150-08-RV.2M03302309+4634150,9290,57788,-42.11768,0.0250539
173496,apo25m.5226.150-08-RV.2M03302309+4634150,9290,57789,-42.065254,0.011298236
173497,apo25m.5226.150-08-RV.2M03302309+4634150,9290,58006,-41.921272,0.012246415
173498,apo25m.5226.150-08-RV.2M03302309+4634150,9290,58032,-41.904613,0.01807053
173499,apo25m.5226.150-08-RV.2M03302309+4634150,9290,58054,-41.987053,0.010997862
173500,apo25m.5226.150-08-RV.2M03302309+4634150,9290,58063,-42.030228,0.009431967
173501,apo25m.5226.150-08-RV.2M03302309+4634150,9290,58068,-42.06543,0.010652529
173502,apo25m.5226.150-08-RV.2M03302309+4634150,9290,58085,-42.16501,0.011771804
173503,apo25m.5226.150-08-RV.2M03302309+4634150,9290,58087,-42.12567,0.010749427
173504,apo25m.5226.150-08-RV.2M03302309+4634150,9290,58114,-42.268288,0.024301311
173505,apo25m.5226.150-08-RV.2M03302309+4634150,9290,58143,-41.95491,0.009428392
173651,apo25m.5226.150-08-RV.2M03302753+4708196,9290,57706,-3.3287811,1.6678689
173652,apo25m.5226.150-08-RV.2M03302753+4708196,9290,57732,-3.2949796,1.844725
173653,apo25m.5226.150-08-RV.2M03302753+4708196,9290,57734,3.9907951,1.6535515
173654,apo25m.5226.150-08-RV.2M03302753+4708196,9290,57735,-9.07144,1.6470146
173655,apo25m.5226.150-08-RV.2M03302753+4708196,9290,57760,-20.916323,1.875331
173656,apo25m.5226.150-08-RV.2M03302753+4708196,9290,57788,-9.095524,3.514569
173657,apo25m.5226.150-08-RV.2M03302753+4708196,9290,57789,-18.488674,1.9199618
173658,apo25m.5226.150-08-RV.2M03302753+4708196,9290,58006,-11.333895,1.4889468
